sids,enrolled_courses
1141b9eaf01afde5f0c8c41299df06f4,""""""
8da24a7ab99930b3991a657207212655,""""""
e32e1c0f333db96615eac6759c235927,""""""
a92642f6cb3a04e1e44d554af0e3db38,""""""
3b40444f01f5fd679fde17e8fe2627e0,""""""
631679a09256e13a73b12b32e8f18c73,""""""
246d349c7080dd362905aa9cbac02e70,""""""
5769f8f182554edb8369cf855f15978e,""""""
da4bb9135bbfb09cf3e1221bc2f370ed,""""""
b382f923266705d63352b6cededa987b,""""""
f74f5604473703a19cf643d2df452827,""""""
922df3c5920dbbdaaed02ef028bb31bd,""""""
3a9ed793725ed1ae6aedcec101269382,""""""
2b9320218d02efa8b0aa188832698bd2,""""""
4c764894843cfb4ac49ab379d35e3727,""""""
2098ab7a07f89b154e276770005cfc49,""""""
1567bb9f939920e9542319a2bae2be23,""""""
44e9fb838a84e1a9c5a97e961f96c925,""""""
851591d5324b1f2c027ca2eb4689e821,""""""
ca13e67a55bf32b65ccb9a06709470c5,""""""
d7c422298fe65699bb24c9ec2c32c282,""""""
54cc0c3c084505bb7f4404e5008c9d5c,""""""
9ad055d91596c57298a821fc54fd9262,"[""ef9d7813d12149b672b574cb59a562ed""]"
43c17a1d5c5d37be7280b8309d5860ba,""""""
5ee073eb343a6ed4a4b9326dac1ef43a,""""""
bde8ec22767b8c44f473834e7f0c1dc5,""""""
445ea9bcd3c4936e32ad264f5c1820bb,""""""
1a638a9456efcaafe1d3a3627615ca72,""""""
6eaa7e3d9ad623b04aa16aae90d665ea,""""""
f4b33e0755cb1ed0b9f83b8eb0078309,""""""
12c06fd58ef41eea667e4a78fa92feb8,""""""
49d6a780097dbd8a72d43137a199c819,""""""
cbc4251a2c463d4c106e19f4315adf02,""""""
24d8cdb939a7e1731f951f2dac7d63d8,""""""
e49e8b573308fc896cf5c3d6496c6556,""""""
4698a22695fc00aab8aaa96f577e1b90,""""""
19bafbfbb37ac589ea760090cf68785d,""""""
a2a55551f838863ec48ccb7c53057fb9,""""""
5a63da5729e7b5a38913cc54f39396c4,""""""
84e04e37684989ce179962aa21249e32,""""""
d3c04042f62e9914a4f86cbd12a29076,""""""
4d59e57311058a75a45aeb2f2f3b9142,"[""288c8641d88102a6666b58dd03f4452d"",""8e6fd1e0016cb324d66c3a3dbff5c646"",""80b4de80b4edc8b9221993e8df8c8ecc""]"
c9e54f2a90f99d1ce437a880e089b3ef,""""""
0faf393b033adbf2210ab82d50fa64b0,""""""
af534a6762a74fa620170a05972b80c1,""""""
7ca05ae80fe51f51131d3e9fd20a6689,""""""
d1093b027a03dec2c4774c0a6ec8d6e3,""""""
3828f1679a420ccc7fe6739ca6efd445,""""""
ca10908f27ad7988ec6b99767eaec02b,""""""
dc4aa664841b07052a29b6f6d1134808,""""""
a90c3e94f623badaf1159beaa83ce95e,""""""
5d4c9a2087e3f073e0c5a3faf8bf5179,""""""
cddc02588b76b8721be8d360b1d95ef0,""""""
2139152c6fb1684dec45463bae126e0e,""""""
7c76fd750412def8d78d73542f54b60d,""""""
04482544a75b405ff59901d16f1462a4,""""""
6bf1cc4908c950cb98218e20ec6b872c,""""""
cafa4b809d68de6b94226e4117879f98,"[""b6abd291efa202c568f7e24dec8c26dc"",""b9a290b7910a1b844f63d0a68916ebfc"",""5fce3a4417ae656f68006af999ecffdc"",""cb20045f5a904772d228e8be9112e86d"",""5fb69b47a5fb89c8ed1832d006dd3198"",""00ab07631696c897dfa6f037e1986ec5"",""5e7c3b1dc2a713949b321e84c9f74875"",""990c18615e7cc96f9c8bfb8843fe3074"",""40da5c9ecda35006a3458363ddd766ff"",""8772aad7bec32b654997d84d0aafb042"",""174550f1c2ad4247ba925b8996c66a44"",""dd3d5f861123c863da4180f0e68df15c"",""e53481d3aac8fa28fbe148a3c52b4981"",""9ffcd66e83c87719d8940d599405bdf1"",""dc0938912fbcb55f60c15dc6e1d8b588"",""4da2ace913ac84a2948ce941d68da68e"",""8f69583ccddbb595da1d6c3eeaf1eba2"",""f9515ee4736d770719618ae8715b7a02"",""cf60041477f744215253fb18bcd46af5"",""355a79d3cf86b46b1e37e864394333f8"",""d1d28e0e585dec3ad079b422d4e2f7a0"",""5508ad5ab5b93909e77e3c468de320ed""]"
35f24653936e465a9ef2beeb876b01ae,""""""
6fe335889ad1a8383ea448142533973f,""""""
9f1d2e659f9496478360f2270f21bc1f,""""""
999afdad13526a7aad322d15c0e84c75,""""""
f25f7e68143bc36d7cc377d4218a7a2f,""""""
531a693fa02859a2f493a6e4185bef81,""""""
b4b3a1a9c876ea04f70bd45a5569b8c5,""""""
5d771b09c8bb46a3eeae4be3a33a67cb,""""""
4040b3f143c36b66400934acadf2d7bc,""""""
330cf3f417a09cbf73e8065ec05d406d,""""""
c1c5479859356c667d642fb9a465bcd9,""""""
64fee21fc7b8e4ca8c06e82737a35700,""""""
58560e90038a1fd740e1e5076c4208f1,""""""
f92623bcdb0fe34a81f46d6aa0524e7a,""""""
050ae1ddcdbc2b324c4d07abef723fe5,""""""
bb5ae292ee5b2975461700c69704c8e5,""""""
21b0426e5a50568be0cde32167e59d1b,""""""
00914ea227c9e86c3b40c1fe623e3b01,""""""
4da0636fdd97f66d3461d1c75d5c5322,""""""
4e32135cbc3df79d8e5ee004156580ae,""""""
01dcc2b7e12ebc42f177dda7e30f42da,""""""
a3b8f8cc4c46b2d2b24a9f79637bf062,""""""
8d1435069df4d1b9e01dfc17754cf9e5,""""""
f23f35fa55cd0d3ef65fa4f846b60829,""""""
ca0ecae14c757a664045324d71649542,""""""
0fae2a38117db92d020c560c8cf5b86e,""""""
c2e894932f59c7b4ef8d86553a9172bb,""""""
e91851d9757534b65d740bdc454cabf0,""""""
9c3fbdf9bb3cacd9e27b32b5dc072f7e,""""""
d20e38bd70b8e72cc34e941dcde520de,""""""
615e851d8668221b03164c3eed777f1d,""""""
c3a689986bb31fe8976ef6b44aed559a,""""""
55cd6f43deabce5a859e835779471184,""""""
8c6b9fd795a4e63474f2e1d2a1ceccc8,""""""
d39a5e40684e5f1603ec8e8fd6d7ad62,""""""
f0cb15004a7d465a5e2799c404b6801e,""""""
40b2150c0dd47136145a02e323aa8f0f,""""""
1a7bd1f5ec027cf1206b26e3b0d10178,""""""
5de964200c9a18867fb349b88eec550a,""""""
3c7028c408a8abad9c44b7efaa8236e1,""""""
bbda3d473b7aa2b0e6ba65f04830079d,""""""
37bf1f7bc580c2e691eb9ff3f86d3b0f,""""""
2ec5a871495368988a1922d7fd0ec436,""""""
4315de71da0dd7d6c490320dd00b0897,""""""
c3f823ea01b4beb4ecf1aca17c453973,""""""
18a48a42834b1962167e3fcecdee2347,""""""
04149872c5035bae4fb283d47ae782b5,""""""
452f6ad22bdd4ad557c695d2067b944d,""""""
f46eb4426ce4bae719d8ab119f87bde9,""""""
a61acdbd81394da549c5ec9c486ad8a2,""""""
0f1fa59176dddfa90c32006fcba7cd5b,""""""
511bac8365911e62fd173f0d0cdc46cf,""""""
d47c93fb964e77d33633e83a3a77cf21,""""""
1efe1dd0066d77494c9509adf6735a45,""""""
846bd1db2f397735d06d567cdb6a3ee9,""""""
07185295430b2edf1456ee4ab47090ab,""""""
f2fc1a4611e95abbda7ae54ccf5926bd,""""""
bda735d865693e78b96b70f2ce707e18,""""""
de1b049f7bd2263b72e2e3474106f2e0,""""""
ab1fddcbfff1ced00055288a1a494958,""""""
0f483f88ea200d5e7beee88dd8b488cb,""""""
ebee99e652b3fd511556e7b57402610c,""""""
073b03725eaa804ace373a627e89d6fe,""""""
b03366de8ec240472c8af39fcec9e4f6,""""""
b0937c475c812a70f932836b8c3ded46,""""""
d4a010ebf4e94ce69419c075bff2699b,""""""
75ec4ccff3c3de302ce842009a67403e,""""""
442eb5c6390b16aa2f64095dc057cd01,""""""
3211d827dfa05825f44e33a517b26ece,""""""
7fc880cfd95f289f75511f38774e17fc,"[""d9b87677d0fb669868d4af95ec65b5ad"",""d8a50df924ab895a7d6c2cd7c8861dcf"",""f9515ee4736d770719618ae8715b7a02"",""efb1474cc7b29b9c06669a01331015e0""]"
54016d71c14a23331ee5a197b5f9a0ee,""""""
b9f0deb6af831100620702bffa4fc5f3,""""""
96f0850420051e031dc6ce1c84ccdf3d,""""""
694cd7baff6a65a6a277ec01c00ff257,""""""
4ceaf7505722299ffd7c9c1f4c696124,""""""
58ad17f6eb3e05f78022f06cd2d0dc2f,""""""
036718c5cdba0c6132cdf128f2924340,""""""
b0058286651e735a923cc29d0b92065b,""""""
e71c6544a6b1a2decf7ee6c0380ebb4a,""""""
fa084c0efd8bcbd4949edc159d729b74,""""""
f951af308a9e1d124d240d5e4a622177,""""""
6978d14898173a47d37dae68a32c63c3,""""""
aa188b366275286a4a5cb641809924c9,""""""
88845ca65a866031277431ab19d8ac26,""""""
6b0899e7464e50492c0d4dc709af8878,""""""
3fc70e896d6140b0925fae50c6bee190,""""""
2e83ea0c2c73483b460021494bbf83a4,""""""
4add5834a9f0eea026d50595cbed498c,""""""
cb31ba75676d0dd78e3dfa2ac1e1eef2,""""""
6e78f29125bcb90b552e4c27eb057e3d,""""""
ea9440436959d327a7d21cd274dff36b,""""""
d21b30d611e5b19d76f868bea5a4e621,""""""
4994b2c954ee44debc458c0d73392c02,"[""dd43b9476073af8599e6a25ebcb7b8ba""]"
201cfeac2a3d0cb54083bb6424b24efe,""""""
fc2e9e6158caa99c8102d80b73e266e1,""""""
ec73c4c176e606ae1a7054cf4cc7cc70,""""""
51f8d0f498fcc502873944f69f018ee7,""""""
3999477dc878aba9a7e050246f4ee39e,""""""
61d3a104455fe561deee67a946639ad0,""""""
1ead0ac7ef737798994641204c8d6e3c,""""""
c4d7dfce89c17b7a6df2189a21bcc5f0,""""""
dca39389f7c285df5fa9f4eedb454bac,""""""
75ddc40342b031ba8861819b843bad5a,""""""
11d0d1019b33b9e067e974e329fc9324,""""""
aeb3c53c178db02cc8e8caca93e34aa6,""""""
b048cc97d92ee55166de163050117805,""""""
9d3e7a1a439cf4153ade7c93c5e3b950,""""""
5740eabc053cfcddc0ce91bb965116bd,""""""
32bbed19881884040237488238958870,""""""
e1adb512496c759f3a7cc0ca6f486dce,""""""
32ad35bafe0af6f8dfda8ea9cb2128af,""""""
d5dee21206e3f017e186fd6178424ed4,""""""
8851b8ec1cf1629b46b1a17e46d463fc,""""""
b26f92289b67b5edb6eadfa301ffcaa8,""""""
f4c44b220e10b95a9e171c888d9e642a,""""""
37e80a048717d13e51f646ac5e854a6d,""""""
1c2edba004fff9d7b1d30b651b9747c9,""""""
4f6b2c1a8cc24762d2d8ce603b94c1ef,""""""
38b44add6934e25762f20814d156bfb1,""""""
9a976308ec22351f7e1cf43069e5847e,""""""
4bbc4981ff64069683143347eaed4947,""""""
93fa5d7297da533df40c31ce040bc8fa,""""""
57b014ce16b1249c074ec42053394d10,""""""
9f8c238bed98ba024760b0f0040f8111,""""""
2ba3fc67fc432c8510c7065d211dd2c8,""""""
7555ae46131e63f50812507c9a20f937,""""""
610b0dc7bdb85744e9042a98bff2223e,""""""
081e1bb603d5dbf556946f16fd230b8a,""""""
efe2b1fc8045796c579d652f6c906265,""""""
a350491a9e47617844973abed619c69c,""""""
c1feed429854778f15127575183532d7,""""""
c11919fc054b43dc99652aa826389e79,""""""
302dbc8ed212651cb304c7982aed94cf,""""""
5494e2c909acb3bf3d89204a21cd515f,""""""
784890b4f41cfa01508f1acb40ef660e,""""""
e179e48200e55e4349ff5fbe80985094,""""""
d3f404055b46d12bcf8bb292a2ddedb6,""""""
2ff49690bb4b589580d93f78a33f5675,""""""
bb157def24874260d2846d680c4d1c08,""""""
a730c7be5f85f728510b06ff8c65ba57,""""""
a182865cd61d804cb3ab2a61f11745ca,""""""
94f95bd3f948e5cefe8334a7e1f9c066,""""""
216894f32657456d967d64c4c3dca48c,""""""
f991861aa504f9064236f21c979873dc,""""""
552b0b2797ec240861a91033ecf27154,""""""
d791ed93f85930c56e2c34621bb7a809,""""""
1ffa9da0c7b5a857e324dd5abf1df422,""""""
32042c3bc5550bdfac3a7686a582302c,""""""
5a01d226e2e9983ef1a19674c63f1138,""""""
b707bd8000f956e95f717a437a766de6,""""""
0bf7d427533e1a3f4050f8cc91f55b5c,""""""
1029970ca18cd34a41571bcf7224478e,""""""
96efa99ffa4cf9b91fe388b72bdd200f,""""""
32ca3cbea14007b577a7f6364f628483,""""""
c3ba0cdd566438428b1e15c021fa4b41,""""""
a183fc4862adfab62de325298b1d0099,""""""
f99d0b75cb06b2c0c3ab1f36cacd3d8d,""""""
47f069e658bb543c0104cddc3387fdc6,""""""
39efae36b1d723d34a8cafa80cd6cfbc,""""""
98f9b71c390c991501f00e374aa296e9,""""""
4aff4be64a89784ba7f820c5af5dd0be,""""""
76946c0208c191d85c0b19b5625901f7,""""""
77c516efaa2eab92ace2482d5bc20503,""""""
4e41f2387462c6e73bc13b30de30b2d6,""""""
9b491ef27400333786e8e785af7b9b47,"[""dd43b9476073af8599e6a25ebcb7b8ba""]"
ae19f080ebdcdfa19a6428279beea26a,""""""
2e18750844ce0f52df90ead7bfbafa0e,""""""
d1e6096bb1a9b401b95bb0ff657bce9f,""""""
5a67b4bac39e169466eb81f5e77a2c6f,""""""
d4578ad2de4a220ea8266071e1c61819,""""""
5647d76f919deccf48457e029a18ac45,""""""
59d0cf0037caa3871adfb3d49f2100a4,""""""
fd986bd48041f8f0bdefbcba15ec391e,""""""
1fcc6c8ebd1385ee40d81ac423d3d4d2,""""""
3d4f93d11f93cdbc63f57c19a2c8ea36,""""""
8e968604e782db9e49a9df34d78dffb8,""""""
b7231129a77886207ef43ba90e277334,""""""
b06056dc3512291d628ccab6235fd96d,""""""
77c26a9dcb656a5f345491e0ac4b25b3,""""""
802832c4066c878a7991c6ef260c8112,""""""
ade2c781f4ffa0231a7bdce1e1d45e6c,""""""
09bdd4b16a8748d0a04f82bdd3a7878f,""""""
64c0bfe6f3a9b678394752b553e7cc81,""""""
f14f6526704d42c40d60d12690f094f5,""""""
88ac166c4e7adaf872db3c4d03ecdab6,""""""
9688973fc4890a81dfdc90df164d12d0,""""""
3e42b5b5fb07ef8955ad1347a7b084dd,""""""
56f7747d83c82caae1901b305d8f4fd6,""""""
c556be81a18f00b81381b415a3691a63,""""""
39e92dff115e7bcbded58b23e1862f37,""""""
e99ec93ed36dd5887153cf3a9c7f4ebf,""""""
536359584b193670ff3eed345c98379d,""""""
b36250c9157ec1c25ac1283b80bddb86,""""""
563bf2fa8767770cc2c9fa96facf2c03,""""""
adcdd536179edbcaba3d49be0648d9e4,""""""
6bee85ce84b688a12e1cb40b35e0a95c,""""""
ef419246f424e13dcfcc5d652c2cb438,""""""
76d6ee101b225163732f2ef905778400,""""""
e0f449f00938aaa7f3ef3344a51be8b1,""""""
d5e0afe0a1b8f9e09bdc0325d1dc983c,""""""
959bda091286df78d38ade1076b7c899,""""""
3e37becae998783bf64bb9f190fee432,""""""
0ff776e51d272ac75c4659d5bbc84552,""""""
b5b6f6738718adc8334a961eafb54930,""""""
064febcd6e1832796745413dd3410dab,""""""
41040d48dec4c112cf0441e6f26cce18,""""""
a70976d72c2b8336db3984169f7b8d59,""""""
223f617a41ed4a848192037ecfa2807f,""""""
9e8c9e706d5b2e00a6c85b0e1010d2d1,""""""
5cfa811a091b4be39e6843af6721d011,""""""
76a75bfdbe386fcf05b96a6ae844143f,""""""
dfa79b1bb949c758964be78f123f2bf1,""""""
bd6f1591c45f001122d45256d32d73bb,""""""
2e7ddbc51efa58bf34794bef137e839e,""""""
0d93cd747281b5f0878fde7d7085b5aa,""""""
0294cd6e1fbb5c4064757df30e5cbf15,""""""
5460a62877180c0c87ac1199b454de94,""""""
47f6341903d27ba937a2bed96d7d87c0,""""""
c7871aefba51506a84ef5ffba0623ee3,""""""
b27223e953122af12d402aae43eeb680,""""""
012e7cad3a8678ca9dc37a4e1a44be6f,""""""
ad87f60f6afe59e550c0e7af4a9299cc,""""""
f1e2512b25c8596a5ac37d21b7b1d43f,"[""8e6fd1e0016cb324d66c3a3dbff5c646"",""8c87c97dfc97b6a69995a93ae5763413"",""0db2e72c48b89cdaa961666fcc20d5d8""]"
97df0105b20bc0695085b2f06b2d1350,""""""
49a1930a86317295c950b0a29e345167,""""""
405d6f705aefbf49e4429226c6a818c5,""""""
2c0688d17939c61e1a47d2f8148978a6,""""""
a1d336430b198d68545c0e2bfa7604d9,""""""
c791b96f5ce8705e6a631aea4522e321,""""""
8f083fc748e4d3b18e00e5ad99180d8e,""""""
671c3792b28ae03e0f170d5d1c472fe8,""""""
a0ead67ca1c33ed7974395ce511d697e,""""""
172ecceea515cdb9d28d56e6515216d5,""""""
001ae06a6915feb381dab9146e084d27,""""""
96663c1567aefa2a9a01ae3c015ec1be,""""""
979774dddf3441f088525f2b609e6892,""""""
64ea30cdb23e0061a0ab32a58da62fa2,""""""
4856bedc09ffe28ff67ff7db39e6b3a5,""""""
60f223cf7ab803be2b243b00ec2cbab0,""""""
1bc12c79cb1a4213277688d05ce5b8a6,""""""
dc18ed4b2b443b919986651cf73262bd,""""""
61d1c9337771eb5c9100492853ce005f,""""""
52e27108778ccbdaefd43fffaa9ef08d,""""""
638753c43dd060fc9b3894e1c4848664,""""""
717f50906093f8a289d79d55482e3d8c,"[""577e5a0e808d8cba932172b7796e3d08""]"
9655617353a1ebb114f0fb03ee9dfe10,""""""
149f629122be372803ea284c70d19091,""""""
8fe8f2d84d6746120b5f88f068b9a879,""""""
484d05784169f7d8ea9ca461f824f2ed,""""""
93dcbf1fba24089b2abb45ea3c5c0bd9,""""""
e23873f6ff32a2ea112418d5416b341e,""""""
d971802bfba475fbcfdc4080c14c5669,""""""
530823c1534ade3b90d62bf20cb0ee9c,""""""
8d667399994c6b7a713dc144c1b4573a,""""""
31fbba67e6b259d481942728f5c7349d,""""""
f651579ee25b948420421f7207b829e0,""""""
4d886b73cff29ca0f0e917ebaba5e46b,""""""
ae8b38a78b1a32d44c29a53292fb86e0,""""""
4e8879963d749fc98838cf3ec3ce9e6a,""""""
04d7212849798969586e361980b94500,""""""
e99df35d7a27439052b56f670b320597,""""""
57723be21ab1f2c17341060a72630697,""""""
4d2d9b0fae404e3d2aac0cc104649cf9,""""""
f0e9d73e90b2a9303c1e340acd53555a,""""""
5247dd2ed3de79ba00fd9870429bb62c,""""""
b9f902751968dc312d6cd75f299fd214,""""""
8f7ca883e0c99e1110d773efaf8c249e,""""""
1af22bd88c77b692f0fe6940808ec81a,""""""
f99f1ad815ff0c9de0abf4ff91b93da7,""""""
214d62f9313521bdb2e119434f009b8c,""""""
8e3a19a20dd72425b2c27f4211b0dcfa,""""""
9799182692b975e27170030b4c614a67,""""""
1e7b5117b9e001a56c025837bb1d67f2,""""""
298f302257383e89832cdb8c03e14f7c,""""""
735a28c98f460b65a77f22b9f3b1b8bd,""""""
03a1940a16ac6a5c143c96511003a573,""""""
16ec3b0729e0b32fa218d12d44879e34,"[""0db2e72c48b89cdaa961666fcc20d5d8""]"
4bf2b5ee67151b4f48c6af191f77aed2,""""""
1e51276c39f3a92dc8a2a61d87060afa,""""""
bb45733b61001cdd245c32b620270cd3,""""""
e0fe03dac6ce38a9594d3159307b3c3d,""""""
391bc704e6fcfc9554e0bf5b7bdff231,""""""
8b2528a88fe2da008498863686b9d554,""""""
4ceeae78ddf8e9c557afde3ed010c37c,""""""
ba7f0299b601ff0a3a9d8041a4d658f9,""""""
cfc3a590245f502243fdbe98798f490c,""""""
f5b570d71ac31e1e73dc3235a193f7de,""""""
357b2dcf0a40540c1041972dfaa6b919,""""""
efab67596b19c4037ffd36c8b2da7f93,""""""
f2409c799577129bcfe9ba03ea8c139d,""""""
b7ca042c8cad45cc6c8d321def7e6f72,""""""
cecf3b8a250c2f95f580949898a002e7,""""""
0d95e570120aff000c6c9d3b5ea44eba,""""""
19098f797531a1c1f5b851a5970a9d50,""""""
d3acbacfb669e9c1d7bdedee8fabd658,""""""
c6d36cf23f6a66ad6dc018d92d7fb927,""""""
e575e2087d6d5d3df83f113cc5027f44,""""""
a59cf6dcefadc87a5ff031f81d94e98f,""""""
d108f76486c0f44a612945e0f04a1364,""""""
d1dd899034f22be08712ab3cedd6fef0,""""""
1f2e5f542c20cdda859f30c1813b4bfb,""""""
882d9d397c7911abc0dac7ae5f8b42d9,""""""
571d8ef26ba9d4e1c86adf3f6498ec3a,""""""
98fbeb9e9004d144846b25bcd807bbdb,""""""
c96ec7a321878a6561d7c8042079bd43,""""""
4910a0665f163451efecfce3a3fc9325,""""""
1ca5e4519efea01c481def7d6f1685a0,""""""
44dccbc8a5e7f4b289c116d62a08f143,""""""
e96710b9a5055795a9db5eb5bf79c5a1,""""""
12bda6f18462f374fae005d1af3c4c09,""""""
44902b2811a1e373e9cbfb688ab39ba0,""""""
d32399653463921465e4761c247ef0e1,""""""
31090f3f8514a4b08dd13585fb90e7ca,""""""
58e62ec0f629e20e50c7c42ee514aad3,""""""
ff67172f2fa02e1723d926785c28b002,""""""
713adc55ffaeb5cf771de3493eab913d,""""""
47c106a639eddec91b5516c743abfbc0,""""""
b897ed7c9ac4f6ec5fe13a1ee900c9f7,""""""
4099c7e2c60892b6be166b4909716362,""""""
0b6671fd437b2bc494db80942051b065,""""""
830bbc647b3bc7a1c89f58015d2840dd,""""""
819375c5cf2e57dac5ed0678dd62155a,""""""
ab11bca978b7a9d2fdc323b526d87963,""""""
a511498dd241b058e98fa5d121e796f4,""""""
6472fe5cf98ead0e79a4c6057f28d50c,""""""
2925cf86bb0fa77c168b26667381ef03,""""""
298a1c1900b5e4cc90a5e3c2efa3be35,"[""0db2e72c48b89cdaa961666fcc20d5d8""]"
89ea4a4bd74899a9f89a86eafd81d1a0,""""""
839baada8fa0b17429e49063191a0e3f,""""""
8143208cfc330975f004e50cfd9c7d76,""""""
39e4f34a45c2015dd24482de609c1bbf,""""""
a0fae96f51bf432d89332a488bf97d2d,""""""
0b5c7e2e7ad08e1c98b9c2caa01a4b54,""""""
4884ce700418970747aae128ee0702e7,""""""
09ab5886042bc8c86940fa2912fdbd81,""""""
835248f43cd356d20ab9740bb1e52bd4,""""""
7241907fcff22411f040c39f5561eb09,""""""
a4f7ec7d9678c7187e346fca9f42b064,""""""
121e59a0d3ebfc38872b7895b7a6a063,""""""
55e7dfa59cbc72b6cb54abc0677a4a37,""""""
31501db63b35119cff053ee2d7b1d827,""""""
e49f81a964c263ce2863c477a0013cca,""""""
705027cb966b536c8719074ab59e4ab6,""""""
3bb23b9714f7b8514f15e04f36ab6d6b,""""""
a55f4d794544954f5e1a335ddb420698,""""""
e1a3372560d0516f5b26d21b67351a8f,""""""
309edbfb1347174c250b2fe0edff7669,""""""
f7bf4d3635ff59e04581dc32f859d288,""""""
c99d5d5730b68aa56860c9248d665a2e,""""""
05fa45deb1c2266efae85f5673fd5977,""""""
b481caff4c08dd7e4edd3c28947a83d1,""""""
72e6f7beccf6161824a68a97d52eabde,""""""
979d3758b05f7d5e669038ca992feb54,""""""
0f2bc0ec85ca16d895ea328c6f69f7ac,""""""
5ea0d5987bb190b962be7afaec97c6fa,""""""
7b2be1a3eac522640f02ae3e57f446b0,""""""
85b46c1dd68ec23eb84f772b1529809a,""""""
9adcc90497a1e7238cd8d32a47ac0125,""""""
fb470fa196a1200ad387c5bdee7301c4,""""""
bc1acb1c16f889b5c76fbcf8c1718315,""""""
26972ac59cf4cac1d51e9fa84cab0860,""""""
fd265183dc9a63bcc3b2021fcae8dd4b,""""""
28378a602f9bda42ed6ca89b81f1b4b2,""""""
2b4835e7e082653411a77c45f1ce79a2,""""""
64bd66ec86d3bc91234c5534bc031ab4,""""""
10ebca7edf1a63e710a9ff322bd6b359,""""""
81c48160f6c5333bc7492a00ba6599b0,""""""
b96ad8ed93c01819b5c6d24344a88996,""""""
3f1d44ba7440614b69b6df022b1ab3b4,""""""
86b6242e4ee35807627208997e34ac74,""""""
81aff410bb1ddd30f102aebaa353bd4b,""""""
9899d0019420ae3fd69fe3840c7c1275,""""""
73e6f41ec49c371cd9368dfa1b3fa372,""""""
d2169f6dd823aafce14ac8eefd2a7174,""""""
90e1ecc2d3d07c1c57f6af63dab97af0,""""""
95c4184d8a07ab8572736cf178f024d9,""""""
dd0feb0aeb162314b5a0d7b4e1bf8100,""""""
834c32cfd83aca5a7dfa2ffc9d6e183c,""""""
bf7245659534c288d904d3ea9ab08305,""""""
3b2de5588c54d2c0b7d6040c8eb78251,""""""
b6d5743edbd5afcd34d9f8b2cf5ddec3,""""""
cac54455c3259636194cd8584f331e74,""""""
b381a4f095397aa91428ec1bfcc53c7d,""""""
3ee45f4d27b8a54c489a50426e38f0f0,""""""
bb66b0ee842a73aa8a32e3d1f7eb5ad2,""""""
637bf5ee72f1e4433edcf0cb023f2847,""""""
0b87330486c8d14ba68f99d7ae75ece4,""""""
d22b18eb7ea2019de39782a2c4376ff0,""""""
c1ed9565ba7817bccfd69d03267281c4,""""""
f48eda14bafa356c1f85b99fa90dd367,""""""
721812840b462fb20a5f78545395f544,""""""
a78eca7b5cd6efdd73c47ffcc706784f,""""""
c1b6f744bbe8a767fed9af4010f92fc2,""""""
b7efec7eb95facfafa4d7b58efb8d566,""""""
b35db3df1344b8a9ad3f4836c648441e,""""""
ffa58ff6ce8c5664e713353f0393992c,""""""
c50f385aca39280fb8f36aee16002479,"[""e2e15f7b9ea0df0fbab2d5c6929a894e""]"
69c4bc4997e2dd1f998558f70a75f7d8,""""""
e9b9c0b3256a72a726e5e19531b28fbc,""""""
97a5305189469e511aa9026b67fa9c81,""""""
e6dcfe29d5129648528dd9b5c79683b0,""""""
10930f4e8ef18f73bdc4cddded43d4b2,""""""
e5ed0c18fd909364b5430184be9461ba,""""""
dd93cc571ffee4bd4d813a877bca08b4,""""""
921790889d829d68e8a7c13bea49f22a,""""""
426b5fe58b3b96a35e40a34ae8d254f2,""""""
ec3a1bf848881fbba4ba3152322d4bd3,""""""
77143da513693aa74dd7cdad6addeb07,""""""
805a426ce637f48486fb9838986f9e5b,""""""
99759c5b411eecf792fc678b5094b8b7,""""""
6bbfa927b7ee42005253951fa73aee8c,""""""
f5b4794d545f24a682cd30b66ac4d7d1,""""""
2fb31306937d8c35844d7f94695ae924,""""""
478db2b8d3766c85f8a6574f31e4c6f2,""""""
5bfef7f3e3af844d320d36922946d6c0,""""""
b86a9412816520ea4218759d45684cd7,""""""
3585016c243b5325b33fcc93a0b5d174,""""""
6c7d4db3e267aa107147c665e5dbdd9d,""""""
005437058cd7a5f8b3fadee6558c5bb9,""""""
01232dfbfb9cbf5b5dc5bfb8598d8963,""""""
638546aaa2b73c37ac2516ac978122b9,""""""
fb45ab974018cd538d7b721bde13b58f,""""""
9667e726b46e5d74ca510cf30634d2d9,""""""
83328196919eaa82e5ec376d4739709f,""""""
fcbec93951541ba10e6483f3bf6e1c8f,""""""
e8a17882547de60b681d8202b4df4055,""""""
47b30f517227f203586b12ff1c11b3e7,""""""
5ec575b8de2f213e4d2d159646c48255,""""""
d9751b89ea3039156401400513f99aa2,""""""
9580bd872e0b0b59462fcf77f7086583,""""""
f4126769bc2386ab065cc07dae595a80,""""""
dd0d18caec8603312a8316ea663c00ef,""""""
705562557aafd3bdf71c9f5a39ca62e2,""""""
1958e53c25664a310ec519c4e2b6e3ea,""""""
feea109cf2b3077736f22afe10f92c78,""""""
f0110003a3d325d1b0df118e8bf9b469,""""""
a02fcb8048c025904635455279be67d7,""""""
25c40e09e28c943fea2d636996cd3a0a,""""""
b581958de2b509ffedd6bf66a05fbe24,""""""
38c249850994d82d23dfa2b066452e1d,""""""
cedc0d014859b5b30f7354a189e3126e,""""""
79d0da39fa0aa62950ba5502111b3c44,""""""
385dfe0e82b25d862c26a8c0b738ee00,""""""
bc1162d4c2c69f9092a357a9295b25c9,""""""
